guid	Item_No	Term	Category	title	Skill_Level	Instructor	Day	Age_Group	Time	ClassDate	Weeks	Model_Fee	Lab_Fee	Price	body	
3069	5.23	2	Jewelry	Chainmaking	ADULTS	Marjory Yovin	Thursday	Adults	12:30 - 3:30 PM	10/30 - 12/11	7			305	Explore techniques to create handmade chains in fine silver, sterling, bronze or copper wire. Learn to make, texture, and shape jump rings for your design. Students may incorporate their own beads or jewelry elements. Soldering of links is demonstrated. Material fee: $15, paid to the instructor on the first day of class.	
3070	5.23	1A	Jewelry	Chainmaking	ADULTS	Marjory Yovin	Thursday	Adults	12:30 - 3:30 PM	09/11 -  9/25	3			135	Explore techniques to create handmade chains in fine silver, sterling, bronze or copper wire. Learn to make, texture, and shape jump rings for your design. Students may incorporate their own beads or jewelry elements. Soldering of links is demonstrated. Material fee: $15, paid to the instructor on the first day of class.	
3071	5.23	1B	Jewelry	Chainmaking	ADULTS	Marjory Yovin	Thursday	Adults	12:30 - 3:30 PM	10/2 - 10/23	4			185	Explore techniques to create handmade chains in fine silver, sterling, bronze or copper wire. Learn to make, texture, and shape jump rings for your design. Students may incorporate their own beads or jewelry elements. Soldering of links is demonstrated. Material fee: $15, paid to the instructor on the first day of class.	
3072	5.35	2	Jewelry	Cool, Funky Jewelry	ADULTS	Christine Lyons	Monday	Adults	6:30 - 8:30 PM	10/27 - 12/15	8			225	Explore the many aspects of cold-form jewelry making. Design jewelry with fun and functionality such as wire wraps, leather, beads and assemblage as you learn clasp making, repousﾊe, tooling or bead embroidery. Material fee: $10, paid to the instructor on the first day of class.	
3073	5.35	1A	Jewelry	Cool, Funky Jewelry	ADULTS	Christine Lyons	Monday	Adults	6:30 - 8:30 PM	9/8 - 9/22	3			100	Explore the many aspects of cold-form jewelry making. Design jewelry with fun and functionality such as wire wraps, leather, beads and assemblage as you learn clasp making, repousﾊe, tooling or bead embroidery. Material fee: $10, paid to the instructor on the first day of class.	
3074	5.35	1B	Jewelry	Cool, Funky Jewelry	ADULTS	Christine Lyons	Monday	Adults	6:30 - 8:30 PM	9/8 - 9/22	3			100	Explore the many aspects of cold-form jewelry making. Design jewelry with fun and functionality such as wire wraps, leather, beads and assemblage as you learn clasp making, repousﾊe, tooling or bead embroidery. Material fee: $10, paid to the instructor on the first day of class.	
3075	5.22	2	Jewelry	Enameling	ADULTS	Marjory Yovin	Tuesday	Adults	9:00 AM - 12:00 PM	10/28 - 12/16	8			320	Learn to fuse glass to metal such as copper or fine silver by firing in a kiln to create a luminous permanent color for your jewelry and small sculptures. Some of the design techniques taught include Cloisonnﾊ, stenciling and Limoges. Demonstrations and individual attention are given to develop personal creativity. Material fee: $15, paid to the instructor on the first day of class.	
3076	5.22	1A	Jewelry	Enameling	ADULTS	Marjory Yovin	Tuesday	Adults	9:00 AM - 12:00 PM	9/9 - 9/23	3			135	Learn to fuse glass to metal such as copper or fine silver by firing in a kiln to create a luminous permanent color for your jewelry and small sculptures. Some of the design techniques taught include Cloisonnﾊ, stenciling and Limoges. Demonstrations and individual attention are given to develop personal creativity. Material fee: $15, paid to the instructor on the first day of class.	
3077	5.22	1B	Jewelry	Enameling	ADULTS	Marjory Yovin	Tuesday	Adults	9:00 AM - 12:00 PM	9/30 - 10/21	4			185	Learn to fuse glass to metal such as copper or fine silver by firing in a kiln to create a luminous permanent color for your jewelry and small sculptures. Some of the design techniques taught include Cloisonnﾊ, stenciling and Limoges. Demonstrations and individual attention are given to develop personal creativity. Material fee: $15, paid to the instructor on the first day of class.	
3078	5.15	2	Jewelry	Gemstone Cutting: Lapidary Techniques	ADULTS	Donald Dietz	Tuesday	Adults	1:00 - 4:00 PM	10/28 - 12/16	8			320	Learn to form cabochon-style stones that can be used in future jewelry projects. Using saws, grinders, sanders and polishing machines gain the pleasure of bringing a gemstone to life. Rough stone or practice grade stones are provided for the first three learning projects.Material fees are paid to the instructor on the first day of class.	
3079	5.15	1A	Jewelry	Gemstone Cutting: Lapidary Techniques	ADULTS	Donald Dietz	Tuesday	Adults	1:00 - 4:00 PM	9/9 - 9/23	3			135	Learn to form cabochon-style stones that can be used in future jewelry projects. Using saws, grinders, sanders and polishing machines gain the pleasure of bringing a gemstone to life. Rough stone or practice grade stones are provided for the first three learning projects.Material fees are paid to the instructor on the first day of class.	
3080	5.15	1B	Jewelry	Gemstone Cutting: Lapidary Techniques	ADULTS	Donald Dietz	Tuesday	Adults	1:00 - 4:00 PM	9/30 - 10/21	4			185	Learn to form cabochon-style stones that can be used in future jewelry projects. Using saws, grinders, sanders and polishing machines gain the pleasure of bringing a gemstone to life. Rough stone or practice grade stones are provided for the first three learning projects.Material fees are paid to the instructor on the first day of class.	
3081	5.55	2	Jewelry	Glass Fusing	ADULTS	Christine Lyons	Thursday	Adults	6:30 - 8:30 PM	10/30 - 12/11	7			205	Explore glass fusing, lampwork and glass slumping to create decorative pieces for jewelry, beads or small plates. Learn to cut and polish pieces and incorporate them into jewelry. Material fee: $10, paid to the instructor on the first day of class.	
3082	5.55	1A	Jewelry	Glass Fusing	ADULTS	Christine Lyons	Thursday	Adults	6:30 - 8:30 PM	09/11 -  9/25	3			100	Explore glass fusing, lampwork and glass slumping to create decorative pieces for jewelry, beads or small plates. Learn to cut and polish pieces and incorporate them into jewelry. Material fee: $10, paid to the instructor on the first day of class.	
3083	5.55	1B	Jewelry	Glass Fusing	ADULTS	Christine Lyons	Thursday	Adults	6:30 - 8:30 PM	10/2 - 10/23	4			120	Explore glass fusing, lampwork and glass slumping to create decorative pieces for jewelry, beads or small plates. Learn to cut and polish pieces and incorporate them into jewelry. Material fee: $10, paid to the instructor on the first day of class.	
3084	5.16	2	Jewelry	Intermediate Jewelry Techniques	INT-ADV	Donald Dietz	Monday	Adults	10:00 AM - 1:00 PM	10/27 - 12/15	8			320	This course is for the serious jewelry student who has completed at least two previous courses in jewelry fabrication and wants to progress into more advanced techniques. Projects may include making settings for faceted stones, making domes and constructing hollow beads, inlaying wire in metal, wood and stone, reticulation, etching of metal and roller printing. Material fees are paid to the instructor on the first day of class.	
3085	5.16	1A	Jewelry	Intermediate Jewelry Techniques	INT-ADV	Donald Dietz	Monday	Adults	10:00 AM - 1:00 PM	9/8 - 9/22	3			135	This course is for the serious jewelry student who has completed at least two previous courses in jewelry fabrication and wants to progress into more advanced techniques. Projects may include making settings for faceted stones, making domes and constructing hollow beads, inlaying wire in metal, wood and stone, reticulation, etching of metal and roller printing. Material fees are paid to the instructor on the first day of class.	
3086	5.16	1B	Jewelry	Intermediate Jewelry Techniques	INT-ADV	Donald Dietz	Monday	Adults	10:00 AM - 1:00 PM	9/29 - 10/13	3			135	This course is for the serious jewelry student who has completed at least two previous courses in jewelry fabrication and wants to progress into more advanced techniques. Projects may include making settings for faceted stones, making domes and constructing hollow beads, inlaying wire in metal, wood and stone, reticulation, etching of metal and roller printing. Material fees are paid to the instructor on the first day of class.	
3087	5.18	2	Jewelry	Jewelry Fabrication	ADULTS	Donald Dietz	Monday	Adults	2:00 - 5:00 PM	10/27 - 12/15	8			320	Learn the basic techniques of sawing, soldering and finishing while mastering the fundamentals essential to the creation of art jewelry. Students complete projects designed to introduce each technique and stimulate their sense of design. Become inspired while being exposed to the work of professional art jewelers. You will never look at jewelry the same once you complete this course. Material fees are paid to the instructor on the first day of class.	
3088	5.18	1A	Jewelry	Jewelry Fabrication	ADULTS	Donald Dietz	Monday	Adults	2:00 - 5:00 PM	9/8 - 9/22	3			135	Learn the basic techniques of sawing, soldering and finishing while mastering the fundamentals essential to the creation of art jewelry. Students complete projects designed to introduce each technique and stimulate their sense of design. Become inspired while being exposed to the work of professional art jewelers. You will never look at jewelry the same once you complete this course. Material fees are paid to the instructor on the first day of class.	
3089	5.18	1B	Jewelry	Jewelry Fabrication	ADULTS	Donald Dietz	Monday	Adults	2:00 - 5:00 PM	9/29 - 10/13	3			135	Learn the basic techniques of sawing, soldering and finishing while mastering the fundamentals essential to the creation of art jewelry. Students complete projects designed to introduce each technique and stimulate their sense of design. Become inspired while being exposed to the work of professional art jewelers. You will never look at jewelry the same once you complete this course. Material fees are paid to the instructor on the first day of class.	
3090	5.19	2	Jewelry	Jewelry Fabrication	ADULTS	Donald Dietz	Tuesday	Adults	6:30 - 9:30 PM	10/28 - 12/16	8			320	Learn the basic techniques of sawing, soldering and finishing while mastering the fundamentals essential to the creation of art jewelry. Students complete projects designed to introduce each technique and stimulate their sense of design. Become inspired while being exposed to the work of professional art jewelers. You will never look at jewelry the same once you complete this course. Material fees are paid to the instructor on the first day of class.	
3091	5.19	1A	Jewelry	Jewelry Fabrication	ADULTS	Donald Dietz	Tuesday	Adults	6:30 - 9:30 PM	9/9 - 9/23	3			135	Learn the basic techniques of sawing, soldering and finishing while mastering the fundamentals essential to the creation of art jewelry. Students complete projects designed to introduce each technique and stimulate their sense of design. Become inspired while being exposed to the work of professional art jewelers. You will never look at jewelry the same once you complete this course. Material fees are paid to the instructor on the first day of class.	
3092	5.19	1B	Jewelry	Jewelry Fabrication	ADULTS	Donald Dietz	Tuesday	Adults	6:30 - 9:30 PM	9/30 - 10/21	4			185	Learn the basic techniques of sawing, soldering and finishing while mastering the fundamentals essential to the creation of art jewelry. Students complete projects designed to introduce each technique and stimulate their sense of design. Become inspired while being exposed to the work of professional art jewelers. You will never look at jewelry the same once you complete this course. Material fees are paid to the instructor on the first day of class.	
3093	5.25	2	Jewelry	Jewelry Fabrication	ADULTS	Joseph Brandom	Thursday	Adults	9:00 AM - 12:00 PM	10/30 - 12/18	8			305	Learn the basic techniques of sawing, soldering and finishing while mastering the fundamentals essential to the creation of art jewelry. Students complete projects designed to introduce each technique and stimulate their sense of design. Become inspired while being exposed to the work of professional art jewelers. You will never look at jewelry the same once you complete this course. Material fees are paid to the instructor on the first day of class.	
3094	5.25	1A	Jewelry	Jewelry Fabrication	ADULTS	Joseph Brandom	Thursday	Adults	9:00 AM - 12:00 PM	09/11 -  9/25	3			135	Learn the basic techniques of sawing, soldering and finishing while mastering the fundamentals essential to the creation of art jewelry. Students complete projects designed to introduce each technique and stimulate their sense of design. Become inspired while being exposed to the work of professional art jewelers. You will never look at jewelry the same once you complete this course. Material fees are paid to the instructor on the first day of class.	
3095	5.25	1B	Jewelry	Jewelry Fabrication	ADULTS	Joseph Brandom	Thursday	Adults	9:00 AM - 12:00 PM	10/2 - 10/23	4			185	Learn the basic techniques of sawing, soldering and finishing while mastering the fundamentals essential to the creation of art jewelry. Students complete projects designed to introduce each technique and stimulate their sense of design. Become inspired while being exposed to the work of professional art jewelers. You will never look at jewelry the same once you complete this course. Material fees are paid to the instructor on the first day of class.	
3096	3.05	2	Masters Studio	Masters' Studio	ADVANCED	Miles Laventhall	Monday	Adults	9:00 AM - 12:00 PM	10/27 - 12/15	8			340	This flagship program presents opportunity for advanced painting, drawing, sculpture, collage and mixed media artists to work in a concentrated program suited to those who are pursuing proficiency consistent with graduate level study, winning public and private commissions, major competitions and professional representation. Limited enrollment makes this an ideal environment for inspired artwork to occur. Students must be prequalified by instructor.	
3097	3.05	1A	Masters Studio	Masters' Studio	ADVANCED	Miles Laventhall	Monday	Adults	9:00 AM - 12:00 PM	9/8 - 9/22	3			145	This flagship program presents opportunity for advanced painting, drawing, sculpture, collage and mixed media artists to work in a concentrated program suited to those who are pursuing proficiency consistent with graduate level study, winning public and private commissions, major competitions and professional representation. Limited enrollment makes this an ideal environment for inspired artwork to occur. Students must be prequalified by instructor.	
3098	3.05	1B	Masters Studio	Masters' Studio	ADVANCED	Miles Laventhall	Monday	Adults	9:00 AM - 12:00 PM	9/29 - 10/13	3			145	This flagship program presents opportunity for advanced painting, drawing, sculpture, collage and mixed media artists to work in a concentrated program suited to those who are pursuing proficiency consistent with graduate level study, winning public and private commissions, major competitions and professional representation. Limited enrollment makes this an ideal environment for inspired artwork to occur. Students must be prequalified by instructor.	
3099	3.06	2	Masters Studio	Masters' Studio	ADVANCED	Miles Laventhall	Monday	Adults	12:30 - 3:30 PM	10/27 - 12/15	8			340	This flagship program presents opportunity for advanced painting, drawing, sculpture, collage and mixed media artists to work in a concentrated program suited to those who are pursuing proficiency consistent with graduate level study, winning public and private commissions, major competitions and professional representation. Limited enrollment makes this an ideal environment for inspired artwork to occur. Students must be prequalified by instructor.	
3100	3.06	1A	Masters Studio	Masters' Studio	ADVANCED	Miles Laventhall	Monday	Adults	12:30 - 3:30 PM	9/8 - 9/22	3			145	This flagship program presents opportunity for advanced painting, drawing, sculpture, collage and mixed media artists to work in a concentrated program suited to those who are pursuing proficiency consistent with graduate level study, winning public and private commissions, major competitions and professional representation. Limited enrollment makes this an ideal environment for inspired artwork to occur. Students must be prequalified by instructor.	
3101	3.06	1B	Masters Studio	Masters' Studio	ADVANCED	Miles Laventhall	Monday	Adults	12:30 - 3:30 PM	9/29 - 10/13	3			145	This flagship program presents opportunity for advanced painting, drawing, sculpture, collage and mixed media artists to work in a concentrated program suited to those who are pursuing proficiency consistent with graduate level study, winning public and private commissions, major competitions and professional representation. Limited enrollment makes this an ideal environment for inspired artwork to occur. Students must be prequalified by instructor.	
3102	3.07	2	Masters Studio	Masters' Studio	ADVANCED	Miles Laventhall	Tuesday	Adults	9:00 AM - 12:00 PM	10/28 - 12/16	8			340	This flagship program presents opportunity for advanced painting, drawing, sculpture, collage and mixed media artists to work in a concentrated program suited to those who are pursuing proficiency consistent with graduate level study, winning public and private commissions, major competitions and professional representation. Limited enrollment makes this an ideal environment for inspired artwork to occur. Students must be prequalified by instructor.	
3103	3.07	1A	Masters Studio	Masters' Studio	ADVANCED	Miles Laventhall	Tuesday	Adults	9:00 AM - 12:00 PM	9/9 - 9/23	3			145	This flagship program presents opportunity for advanced painting, drawing, sculpture, collage and mixed media artists to work in a concentrated program suited to those who are pursuing proficiency consistent with graduate level study, winning public and private commissions, major competitions and professional representation. Limited enrollment makes this an ideal environment for inspired artwork to occur. Students must be prequalified by instructor.	
3104	3.07	1B	Masters Studio	Masters' Studio	ADVANCED	Miles Laventhall	Tuesday	Adults	9:00 AM - 12:00 PM	9/30 - 10/21	4			185	This flagship program presents opportunity for advanced painting, drawing, sculpture, collage and mixed media artists to work in a concentrated program suited to those who are pursuing proficiency consistent with graduate level study, winning public and private commissions, major competitions and professional representation. Limited enrollment makes this an ideal environment for inspired artwork to occur. Students must be prequalified by instructor.	
3105	3.08	2	Masters Studio	Masters' Studio	ADVANCED	Miles Laventhall	Tuesday	Adults	12:30 - 3:30 PM	10/28 - 12/16	8			340	This flagship program presents opportunity for advanced painting, drawing, sculpture, collage and mixed media artists to work in a concentrated program suited to those who are pursuing proficiency consistent with graduate level study, winning public and private commissions, major competitions and professional representation. Limited enrollment makes this an ideal environment for inspired artwork to occur. Students must be prequalified by instructor.	
3106	3.08	1A	Masters Studio	Masters' Studio	ADVANCED	Miles Laventhall	Tuesday	Adults	12:30 - 3:30 PM	9/9 - 9/23	3			145	This flagship program presents opportunity for advanced painting, drawing, sculpture, collage and mixed media artists to work in a concentrated program suited to those who are pursuing proficiency consistent with graduate level study, winning public and private commissions, major competitions and professional representation. Limited enrollment makes this an ideal environment for inspired artwork to occur. Students must be prequalified by instructor.	
3107	3.08	1B	Masters Studio	Masters' Studio	ADVANCED	Miles Laventhall	Tuesday	Adults	12:30 - 3:30 PM	9/30 - 10/21	4			185	This flagship program presents opportunity for advanced painting, drawing, sculpture, collage and mixed media artists to work in a concentrated program suited to those who are pursuing proficiency consistent with graduate level study, winning public and private commissions, major competitions and professional representation. Limited enrollment makes this an ideal environment for inspired artwork to occur. Students must be prequalified by instructor.	
3108	3.51	2	Painting	 Watercolor - Intermediate	BEG-INTER	Teresa Kirk	Monday	Adults	1:00 - 4:00 PM	10/27 - 12/15	8			310	Explore watercolor along with other applications of water media, such as gouache or acrylics to take your painting from ordinary to extraordinary. Exercises using different formats, design, and techniques are presented as catalyst to new ideas and  developing a personal style. Class discussion and critiques are an important component to this class.	
3109	3.51	1A	Painting	 Watercolor - Intermediate	BEG-INTER	Teresa Kirk	Monday	Adults	1:00 - 4:00 PM	9/8 - 9/22	3			130	Explore watercolor along with other applications of water media, such as gouache or acrylics to take your painting from ordinary to extraordinary. Exercises using different formats, design, and techniques are presented as catalyst to new ideas and  developing a personal style. Class discussion and critiques are an important component to this class.	
3110	3.51	1B	Painting	 Watercolor - Intermediate	BEG-INTER	Teresa Kirk	Monday	Adults	1:00 - 4:00 PM	9/29 - 10/13	3			130	Explore watercolor along with other applications of water media, such as gouache or acrylics to take your painting from ordinary to extraordinary. Exercises using different formats, design, and techniques are presented as catalyst to new ideas and  developing a personal style. Class discussion and critiques are an important component to this class.	
3111	3.02	2	Painting	Abstract Painting/Modern Art	ADULTS	Eydi Lampasona	Friday	Adults	9:00 AM - 12:00 PM	10/31 - 12/12	7			295	Explore how to use color, texture and gesture to create expressive abstract paintings or mixed media compositions. Learn how to selectively use a myriad of acrylic gels, translucent glazes, pours and molding paste, as well as iridescent colors. This class is inspirational, encouraging and explorative with lots of fun and action. Bring your biggest brushes!	
3112	3.02	1A	Painting	Abstract Painting/Modern Art	ADULTS	Eydi Lampasona	Friday	Adults	9:00 AM - 12:00 PM	09/12 - 9/26	3			130	Explore how to use color, texture and gesture to create expressive abstract paintings or mixed media compositions. Learn how to selectively use a myriad of acrylic gels, translucent glazes, pours and molding paste, as well as iridescent colors. This class is inspirational, encouraging and explorative with lots of fun and action. Bring your biggest brushes!	
3113	3.02	1B	Painting	Abstract Painting/Modern Art	ADULTS	Eydi Lampasona	Friday	Adults	9:00 AM - 12:00 PM	10/3 - 10/24	4			175	Explore how to use color, texture and gesture to create expressive abstract paintings or mixed media compositions. Learn how to selectively use a myriad of acrylic gels, translucent glazes, pours and molding paste, as well as iridescent colors. This class is inspirational, encouraging and explorative with lots of fun and action. Bring your biggest brushes!	
3114	3.03	2	Painting	Abstract Painting/Modern Art	ADULTS	Eydi Lampasona	Friday	Adults	12:30 - 3:30 PM	10/31 - 12/12	7			295	Explore how to use color, texture and gesture to create expressive abstract paintings or mixed media compositions. Learn how to selectively use a myriad of acrylic gels, translucent glazes, pours and molding paste, as well as iridescent colors. This class is inspirational, encouraging and explorative with lots of fun and action. Bring your biggest brushes!	
3115	3.03	1A	Painting	Abstract Painting/Modern Art	ADULTS	Eydi Lampasona	Friday	Adults	12:30 - 3:30 PM	09/12 - 9/26	3			130	Explore how to use color, texture and gesture to create expressive abstract paintings or mixed media compositions. Learn how to selectively use a myriad of acrylic gels, translucent glazes, pours and molding paste, as well as iridescent colors. This class is inspirational, encouraging and explorative with lots of fun and action. Bring your biggest brushes!	
3116	3.03	1B	Painting	Abstract Painting/Modern Art	ADULTS	Eydi Lampasona	Friday	Adults	12:30 - 3:30 PM	10/3 - 10/24	4			175	Explore how to use color, texture and gesture to create expressive abstract paintings or mixed media compositions. Learn how to selectively use a myriad of acrylic gels, translucent glazes, pours and molding paste, as well as iridescent colors. This class is inspirational, encouraging and explorative with lots of fun and action. Bring your biggest brushes!	
3117	3.14	2	Painting	Acrylic Painting: Discover Your Personal Style	ADULTS	Carla Golembe	Thursday	Adults	6:30 - 9:30 PM	10/30 - 12/11	7			295	Explore painting techniques, composition, color and creative expression in an upbeat and encouraging atmosphere. Learn brushwork, layering, and color-mixing techniques and apply them to express yourself in paint. Projects are suggested to those seeking guidance. Students will benefit from individual attention, demonstrations and supportive critiques. Direction is tailored to each student?s abilities and artistic goals.	
3118	3.14	1A	Painting	Acrylic Painting: Discover Your Personal Style	ADULTS	Carla Golembe	Thursday	Adults	6:30 - 9:30 PM	09/11 -  9/25	3			130	Explore painting techniques, composition, color and creative expression in an upbeat and encouraging atmosphere. Learn brushwork, layering, and color-mixing techniques and apply them to express yourself in paint. Projects are suggested to those seeking guidance. Students will benefit from individual attention, demonstrations and supportive critiques. Direction is tailored to each student?s abilities and artistic goals.	
3119	3.14	1B	Painting	Acrylic Painting: Discover Your Personal Style	ADULTS	Carla Golembe	Thursday	Adults	6:30 - 9:30 PM	10/2 - 10/23	4			175	Explore painting techniques, composition, color and creative expression in an upbeat and encouraging atmosphere. Learn brushwork, layering, and color-mixing techniques and apply them to express yourself in paint. Projects are suggested to those seeking guidance. Students will benefit from individual attention, demonstrations and supportive critiques. Direction is tailored to each student?s abilities and artistic goals.	
3120	3.15	2	Painting	Acrylic Painting: Discover Your Personal Style	ADULTS	Carla Golembe	Saturday	Adults	10:00 AM - 12:30 PM	11/1 - 12/13	7			250	Explore painting techniques, composition, color and creative expression in an upbeat and encouraging atmosphere. Learn brushwork, layering, and color-mixing techniques and apply them to express yourself in paint. Projects are suggested to those seeking guidance. Students will benefit from individual attention, demonstrations and supportive critiques. Direction is tailored to each student?s abilities and artistic goals.	
3121	3.15	1A	Painting	Acrylic Painting: Discover Your Personal Style	ADULTS	Carla Golembe	Saturday	Adults	10:00 AM - 12:30 PM	9/13 - 9/27	3			110	Explore painting techniques, composition, color and creative expression in an upbeat and encouraging atmosphere. Learn brushwork, layering, and color-mixing techniques and apply them to express yourself in paint. Projects are suggested to those seeking guidance. Students will benefit from individual attention, demonstrations and supportive critiques. Direction is tailored to each student?s abilities and artistic goals.	
3122	3.15	1B	Painting	Acrylic Painting: Discover Your Personal Style	ADULTS	Carla Golembe	Saturday	Adults	10:00 AM - 12:30 PM	10/4 - 10/18	3			110	Explore painting techniques, composition, color and creative expression in an upbeat and encouraging atmosphere. Learn brushwork, layering, and color-mixing techniques and apply them to express yourself in paint. Projects are suggested to those seeking guidance. Students will benefit from individual attention, demonstrations and supportive critiques. Direction is tailored to each student?s abilities and artistic goals.	
3123	3.2	2	Painting	Basic Painting	BEG-INTER	Jane Mcintyre	Tuesday	Adults	9:00 AM - 12:00 PM	10/28 - 12/16	8			310	Learn the fundamentals of painting from mixing colors to techniques such as glazing, direct paint and impasto. Exercises are designed to develop skills to effectively use color, value, edges and brush work. Learn how to avoid common mistakes, and bring your painting skills to the next level. Demonstrations, individual and group discussions create an encouraging and supportive atmosphere. Students may work from the still-life or select their own subject matter for painting.	
3124	3.2	1A	Painting	Basic Painting	BEG-INTER	Jane Mcintyre	Tuesday	Adults	9:00 AM - 12:00 PM	9/9 - 9/23	3			130	Learn the fundamentals of painting from mixing colors to techniques such as glazing, direct paint and impasto. Exercises are designed to develop skills to effectively use color, value, edges and brush work. Learn how to avoid common mistakes, and bring your painting skills to the next level. Demonstrations, individual and group discussions create an encouraging and supportive atmosphere. Students may work from the still-life or select their own subject matter for painting.	
3125	3.2	1B	Painting	Basic Painting	BEG-INTER	Jane Mcintyre	Tuesday	Adults	9:00 AM - 12:00 PM	9/30 - 10/21	4			175	Learn the fundamentals of painting from mixing colors to techniques such as glazing, direct paint and impasto. Exercises are designed to develop skills to effectively use color, value, edges and brush work. Learn how to avoid common mistakes, and bring your painting skills to the next level. Demonstrations, individual and group discussions create an encouraging and supportive atmosphere. Students may work from the still-life or select their own subject matter for painting.	
3126	3.25	2	Painting	Basic Painting	ADULTS	Diane Reeves	Friday	Adults	9:00 AM - 12:00 PM	10/31 - 12/12	7			295	Learn the fundamentals of painting from mixing colors to techniques such as glazing, direct paint and impasto. Exercises are designed to develop skills to effectively use color, value, edges and brush work. Learn how to avoid common mistakes, and bring your painting skills to the next level. Demonstrations, individual and group discussions create an encouraging and supportive atmosphere. Students may work from the still-life or select their own subject matter for painting.	
3127	3.25	1A	Painting	Basic Painting	ADULTS	Diane Reeves	Friday	Adults	9:00 AM - 12:00 PM	09/12 - 9/26	3			130	Learn the fundamentals of painting from mixing colors to techniques such as glazing, direct paint and impasto. Exercises are designed to develop skills to effectively use color, value, edges and brush work. Learn how to avoid common mistakes, and bring your painting skills to the next level. Demonstrations, individual and group discussions create an encouraging and supportive atmosphere. Students may work from the still-life or select their own subject matter for painting.	
3128	3.25	1B	Painting	Basic Painting	ADULTS	Diane Reeves	Friday	Adults	9:00 AM - 12:00 PM	10/3 - 10/10/24	4			175	Learn the fundamentals of painting from mixing colors to techniques such as glazing, direct paint and impasto. Exercises are designed to develop skills to effectively use color, value, edges and brush work. Learn how to avoid common mistakes, and bring your painting skills to the next level. Demonstrations, individual and group discussions create an encouraging and supportive atmosphere. Students may work from the still-life or select their own subject matter for painting.	
3129	3.26	2	Painting	Basic Painting	ADULTS	Diane Reeves	Friday	Adults	1:00 - 4:00 PM	10/31 - 12/12	7			295	Learn the fundamentals of painting from mixing colors to techniques such as glazing, direct paint and impasto. Exercises are designed to develop skills to effectively use color, value, edges and brush work. Learn how to avoid common mistakes, and bring your painting skills to the next level. Demonstrations, individual and group discussions create an encouraging and supportive atmosphere. Students may work from the still-life or select their own subject matter for painting.	
3130	3.26	1A	Painting	Basic Painting	ADULTS	Diane Reeves	Friday	Adults	1:00 - 4:00 PM	09/12 - 9/26	3			130	Learn the fundamentals of painting from mixing colors to techniques such as glazing, direct paint and impasto. Exercises are designed to develop skills to effectively use color, value, edges and brush work. Learn how to avoid common mistakes, and bring your painting skills to the next level. Demonstrations, individual and group discussions create an encouraging and supportive atmosphere. Students may work from the still-life or select their own subject matter for painting.	
3131	3.26	1B	Painting	Basic Painting	ADULTS	Diane Reeves	Friday	Adults	1:00 - 4:00 PM	10/3 - 10/10/24	4			175	Learn the fundamentals of painting from mixing colors to techniques such as glazing, direct paint and impasto. Exercises are designed to develop skills to effectively use color, value, edges and brush work. Learn how to avoid common mistakes, and bring your painting skills to the next level. Demonstrations, individual and group discussions create an encouraging and supportive atmosphere. Students may work from the still-life or select their own subject matter for painting.	
3132	3.27	2	Painting	Basic Painting	ADULTS	Diane Reeves	Wednesday	Adults	6:30 - 9:00 PM	10/29 - 12/17	8			265	Truly capture the subjects of your oil or acrylic paintings! Learn to effectively use color, value, edges and brush work through specific techniques that strengthen and advance painting skills. Learn how to avoid common mistakes, and bring your painting skills to the next level.	
3133	3.27	1A	Painting	Basic Painting	ADULTS	Diane Reeves	Wednesday	Adults	6:30 - 9:00 PM	9/10 - 9/24	3			110	Truly capture the subjects of your oil or acrylic paintings! Learn to effectively use color, value, edges and brush work through specific techniques that strengthen and advance painting skills. Learn how to avoid common mistakes, and bring your painting skills to the next level.	
3134	3.27	1B	Painting	Basic Painting	ADULTS	Diane Reeves	Wednesday	Adults	6:30 - 9:00 PM	10/1 - 10/22	4			145	Truly capture the subjects of your oil or acrylic paintings! Learn to effectively use color, value, edges and brush work through specific techniques that strengthen and advance painting skills. Learn how to avoid common mistakes, and bring your painting skills to the next level.	
3135	3.83	2	Painting	Basic Painting	ADULTS	Misoo Filan	Tuesday	Adults	6:30 - 9:00 PM	10/28 - 12/16	8			265	Truly capture the subjects of your oil or acrylic paintings. Learn to effectively use color, value, edges and brush work through specific techniques that strengthen and advance painting skills. Learn how to avoid common mistakes, and bring your painting skills to the next level.	
3136	3.83	1A	Painting	Basic Painting	ADULTS	Misoo Filan	Tuesday	Adults	6:30 - 9:00 PM	9/9 - 9/23	3			110	Truly capture the subjects of your oil or acrylic paintings. Learn to effectively use color, value, edges and brush work through specific techniques that strengthen and advance painting skills. Learn how to avoid common mistakes, and bring your painting skills to the next level.	
3137	3.83	1B	Painting	Basic Painting	ADULTS	Misoo Filan	Tuesday	Adults	6:30 - 9:00 PM	9/30 - 10/21	4			145	Truly capture the subjects of your oil or acrylic paintings. Learn to effectively use color, value, edges and brush work through specific techniques that strengthen and advance painting skills. Learn how to avoid common mistakes, and bring your painting skills to the next level.	
3138	3.16	2	Painting	Color: The Language of Painting	ADULTS	Roxene Sloate	Friday	Adults	1:00 - 4:00 PM	10/31 - 12/12	7			295	This course focuses on color as the driving force in representational or abstract painting. See color as value and energy	 discover ways to integrate color and brush stroke in an expressive manner. Learn how color interacts and explore how to develop a personal color palette. Great colorists of the past and present are studied to understand how they used color to develop personal style.
